time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
10029,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
10030,-1.26,-0.13,-0.05,0.23,-0.00,-0.07
10031,-1.16,-0.02,0.05,0.03,-0.11,-0.07
10032,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
10033,-1.26,-0.02,-0.05,-0.08,-0.11,-0.17
10034,-1.26,-0.02,-0.16,0.03,-0.11,0.04
10035,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10036,-1.26,0.08,-0.05,0.03,-0.21,-0.07
10037,-1.16,0.08,-0.05,0.13,-0.11,0.04
10038,-1.16,-0.02,-0.16,0.03,-0.00,0.04
10039,-1.16,-0.02,-0.05,-0.18,-0.21,-0.07
10040,-1.26,-0.02,-0.05,-0.08,-0.11,0.04
10041,-1.16,-0.02,-0.05,-0.08,-0.00,0.04
10042,-1.16,0.08,-0.05,-0.08,-0.00,-0.07
10043,-1.26,0.08,-0.05,0.13,-0.00,0.04
10044,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10045,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10046,-1.26,-0.13,-0.05,0.03,-0.00,0.04
10047,-1.26,0.08,-0.05,0.03,-0.11,0.04
10048,-1.16,-0.13,-0.05,0.03,-0.00,-0.07
10049,-1.26,-0.02,-0.05,0.13,-0.00,0.04
10050,-1.16,0.08,-0.05,0.03,-0.11,0.04
10051,-1.16,0.08,-0.05,0.13,-0.00,-0.07
10052,-1.26,0.08,-0.05,0.03,-0.11,-0.07
10053,-1.16,-0.02,-0.05,-0.08,-0.21,-0.17
10054,-1.26,-0.02,-0.05,0.13,-0.00,0.04
10055,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
10056,-1.16,-0.02,0.05,-0.08,-0.11,-0.07
10057,-1.16,-0.02,-0.05,0.03,-0.00,-0.07
10058,-1.16,-0.02,-0.05,0.13,-0.00,0.04
10059,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10060,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10061,-1.26,-0.02,0.05,0.03,-0.11,0.04
10062,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10063,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10064,-1.26,-0.02,-0.05,0.13,0.10,-0.07
10065,-1.26,-0.02,-0.05,-0.08,-0.11,0.04
10066,-1.26,-0.02,0.05,0.03,-0.11,0.04
10067,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10068,-1.16,-0.02,-0.05,-0.08,-0.21,-0.07
10069,-1.16,0.08,-0.05,-0.08,-0.00,0.14
10070,-1.26,-0.02,-0.05,0.13,0.10,0.04
10071,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10072,-1.26,-0.02,-0.05,0.13,0.10,-0.07
10073,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10074,-1.26,0.08,-0.05,0.13,-0.00,0.14
10075,-1.16,-0.02,-0.05,0.03,-0.00,-0.07
10076,-1.26,-0.13,-0.05,-0.08,-0.11,-0.07
10077,-1.26,-0.13,-0.05,0.03,-0.11,0.04
10078,-1.26,-0.13,-0.05,0.03,-0.00,-0.07
10079,-1.26,-0.13,-0.05,0.13,-0.00,0.04
10080,-1.16,0.08,-0.05,-0.08,-0.00,0.04
10081,-1.26,-0.02,-0.05,0.13,-0.11,0.04
10082,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10083,-1.26,-0.02,-0.05,-0.08,-0.00,-0.17
10084,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10085,-1.26,0.08,-0.05,-0.08,-0.00,-0.07
10086,-1.26,-0.13,-0.05,-0.08,-0.11,-0.07
10087,-1.26,-0.02,-0.05,-0.08,0.10,-0.07
10088,-1.26,-0.13,-0.05,0.13,-0.11,-0.07
10089,-1.26,0.08,-0.05,0.13,-0.11,-0.17
10090,-1.36,-0.02,-0.05,0.03,-0.11,-0.07
10091,-1.26,-0.02,-0.05,0.13,-0.00,-0.07
10092,-1.36,-0.13,-0.05,0.03,-0.11,-0.17
10093,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10094,-1.26,0.08,-0.05,0.03,-0.11,-0.07
10095,-1.26,-0.02,-0.05,0.03,-0.21,-0.07
10096,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10097,-1.16,-0.13,-0.05,0.03,-0.11,-0.07
10098,-1.47,-0.02,-0.05,0.13,-0.00,-0.07
10099,-1.26,0.08,-0.05,0.03,-0.00,0.04
10100,-1.36,-0.02,-0.05,0.03,-0.11,-0.07
10101,-1.26,0.08,-0.05,-0.08,-0.21,-0.07
10102,-1.16,-0.02,-0.05,-0.08,0.10,-0.07
10103,-1.16,0.08,-0.05,0.03,-0.11,-0.07
10104,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
10105,-1.26,-0.02,-0.05,0.03,-0.11,0.04
10106,-1.26,-0.02,-0.05,-0.08,-0.11,0.14
10107,-1.16,0.08,-0.05,0.03,-0.11,-0.07
10108,-1.26,-0.02,-0.16,0.13,-0.11,0.04
10109,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10110,-1.36,-0.02,-0.05,-0.08,-0.00,-0.07
10111,-1.16,-0.02,-0.05,0.03,-0.11,-0.07
10112,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10113,-1.26,-0.02,-0.05,-0.08,-0.00,0.04
10114,-1.26,-0.02,-0.05,0.03,-0.11,0.14
10115,-1.36,-0.13,-0.05,0.13,-0.00,0.04
10116,-1.26,-0.02,-0.05,-0.08,-0.21,-0.17
10117,-1.26,-0.02,0.05,0.03,-0.11,-0.07
10118,-1.26,-0.02,-0.05,0.03,-0.11,0.04
10119,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10120,-1.26,-0.13,-0.05,0.13,-0.00,0.04
10121,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10122,-1.26,-0.02,0.05,0.03,-0.00,-0.07
10123,-1.16,-0.02,-0.05,0.03,-0.00,-0.07
10124,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10125,-1.16,0.08,-0.05,-0.08,-0.21,-0.17
10126,-1.26,0.08,-0.05,-0.08,-0.11,-0.07
10127,-1.36,-0.02,0.05,-0.08,0.10,-0.17
10128,-1.16,0.08,-0.05,0.03,-0.00,-0.17
10129,-1.36,-0.23,-0.05,0.13,-0.00,-0.07
10130,-1.16,-0.02,0.05,0.03,-0.11,-0.07
10131,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10132,-1.26,-0.02,-0.05,0.13,-0.00,0.04
10133,-1.26,-0.02,-0.05,0.13,-0.00,-0.07
10134,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
10135,-1.36,-0.02,-0.05,0.03,-0.11,-0.07
10136,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10137,-1.36,-0.13,-0.05,0.03,-0.00,0.04
10138,-1.36,-0.13,-0.05,0.13,-0.00,-0.07
10139,-1.16,-0.02,-0.05,0.03,-0.00,-0.07
10140,-1.26,-0.13,-0.05,0.03,-0.11,0.04
10141,-1.26,-0.13,-0.05,0.03,-0.11,0.04
10142,-1.16,-0.02,-0.05,0.03,-0.11,0.04
10143,-1.16,-0.02,-0.05,0.03,-0.11,0.04
10144,-1.26,-0.02,-0.05,0.03,-0.11,0.04
10145,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10146,-1.16,-0.02,-0.05,0.03,-0.11,0.04
10147,-1.16,0.08,-0.05,0.03,-0.00,-0.07
10148,-1.26,-0.02,0.05,0.03,-0.11,-0.07
10149,-1.16,0.08,-0.05,0.03,-0.11,-0.07
10150,-1.26,-0.02,-0.05,0.23,-0.00,0.14
10151,-1.26,-0.02,-0.05,0.13,-0.11,0.04
10152,-1.16,0.08,-0.05,-0.08,-0.11,-0.07
10153,-1.16,-0.02,-0.05,0.03,-0.00,0.04
10154,-1.26,-0.13,-0.05,-0.08,0.10,0.04
10155,-1.26,-0.02,0.05,-0.08,-0.11,0.04
